itemString,marketValue,minBuyout,historical,numAuctions,date
85817,12149933,11998500,15115040,2,2021-03-15 07:54:26
76540,1555684,1774100,603454,2,2021-03-15 07:54:26
38787,39810,21500,32067,10,2021-03-15 07:54:26
110653,1799801,1799800,2092151,6,2021-03-15 07:54:26
52326,406160,300000,280415,28,2021-03-15 07:54:26
36391,2499161,2499000,1290204,14,2021-03-15 07:54:26
55637,756137,1483200,887275,5,2021-03-15 07:54:26
10076,296720,129800,1438242,6,2021-03-15 07:54:26
3740,318288,151200,795657,5,2021-03-15 07:54:26
15352,3204458,1500000,15181681,13,2021-03-15 07:54:26
112301,93063011,92575000,32721005,2,2021-03-15 07:54:26
81409,15589,9700,72818,11,2021-03-15 07:54:26
14164,4641954,4438200,4670815,16,2021-03-15 07:54:26
76080,1326689,1251300,900649,5,2021-03-15 07:54:26
2221,1002313,0,1046931,0,2021-03-15 07:54:26
55455,16006861,17308800,9228879,9,2021-03-15 07:54:26
14271,3473030,1246900,3481601,9,2021-03-15 07:54:26
6662,911944,890000,865653,8,2021-03-15 07:54:26
82216,24568985,10000100,55156001,2,2021-03-15 07:54:26
108340,8881,7000,9839,14,2021-03-15 07:54:26
27425,283200,326800,12771,5,2021-03-15 07:54:26
7412,1386071,1159700,7199776,7,2021-03-15 07:54:26
21225,20276,0,19520,0,2021-03-15 07:54:26
52185,272063,191200,269595,39,2021-03-15 07:54:26
36379,5983552,5000000,3547588,8,2021-03-15 07:54:26
15737,149891,92900,639323,6,2021-03-15 07:54:26
10380,583231,330000,1183901,5,2021-03-15 07:54:26
72163,2202384,1989800,1438263,19,2021-03-15 07:54:26
2865,106002,150000,264449,24,2021-03-15 07:54:26
111652,91374,31800,211902,4,2021-03-15 07:54:26
71635,4037402,3450000,3496040,24,2021-03-15 07:54:26
24746,2840499,2842800,4303229,12,2021-03-15 07:54:26
116506,107393144,104230200,92930223,5,2021-03-15 07:54:26
116454,17163171,25000000,22549739,5,2021-03-15 07:54:26
33470,15532,13800,13525,76,2021-03-15 07:54:26
25670,3030399,2995100,1665078,4,2021-03-15 07:54:26
38558,76792,99900,118991,8,2021-03-15 07:54:26
52246,0,0,544583,0,2021-03-15 07:54:26
36279,3133302,3009600,2241265,7,2021-03-15 07:54:26
52194,381237,136500,222659,8,2021-03-15 07:54:26
9312,70085,54200,31151,16,2021-03-15 07:54:26
14958,3014766,2994800,6126209,13,2021-03-15 07:54:26
76627,154514041,129370700,33606841,2,2021-03-15 07:54:26
8170,62590,52500,53664,25,2021-03-15 07:54:26
44456,1090027,1207900,371609,2,2021-03-15 07:54:26
110291,75101,23100,302272,4,2021-03-15 07:54:26
109156,9457538,6999600,6770749,3,2021-03-15 07:54:26
6239,2610717,849900,2975980,12,2021-03-15 07:54:26
36035,148576,150000,305819,4,2021-03-15 07:54:26
15120,28398638,28398200,23847104,10,2021-03-15 07:54:26
76513,1739119,993400,1061323,3,2021-03-15 07:54:26
25131,9993786,11302300,14917336,7,2021-03-15 07:54:26
109141,15113,9000,26964,22,2021-03-15 07:54:26
5819,88442175,45006800,187911549,6,2021-03-15 07:54:26
2568,266976,285400,183659,3,2021-03-15 07:54:26
10107,140935,69900,998545,7,2021-03-15 07:54:26
36257,3688095,10002700,8649677,2,2021-03-15 07:54:26
85849,68395841,68395600,68403450,3,2021-03-15 07:54:26
106623,84612161,122312600,53788859,1,2021-03-15 07:54:26
116516,13371610,3000000,14615416,5,2021-03-15 07:54:26
6395,624652,259200,1355715,4,2021-03-15 07:54:26
75076,15149974,14999700,6777842,3,2021-03-15 07:54:26
6328,1127532,1510200,1755998,5,2021-03-15 07:54:26
38835,19433617,19998700,5319444,2,2021-03-15 07:54:26
58256,131023,2500,8528,8,2021-03-15 07:54:26
82011,7620852,6007700,2178058,2,2021-03-15 07:54:26
111450,2933243,3352500,1131871,7,2021-03-15 07:54:26
10620,30479,19900,21049,54,2021-03-15 07:54:26
10112,486220,299900,786231,7,2021-03-15 07:54:26
7931,518778,872000,739504,4,2021-03-15 07:54:26
82443,1204889,1262600,413149,4,2021-03-15 07:54:26
29425,83141,47600,70837,15,2021-03-15 07:54:26
82120,5942820,1959500,4735195,6,2021-03-15 07:54:26
7912,124409,108300,41911,30,2021-03-15 07:54:26
82267,973274,879200,367305,6,2021-03-15 07:54:26
109585,434954,58300,421634,12,2021-03-15 07:54:26
108300,3750654,150100,5002576,3,2021-03-15 07:54:26
55316,999999900,999999900,997100702,1,2021-03-15 07:54:26
85815,12157122,12002000,14748467,3,2021-03-15 07:54:26
29732,99996437,99996200,84155356,4,2021-03-15 07:54:26
82220,552080,350000,2825740,2,2021-03-15 07:54:26
14949,935662,537300,6514460,13,2021-03-15 07:54:26
55623,31160690,57011400,53859012,2,2021-03-15 07:54:26
74249,6218,4900,6362,31,2021-03-15 07:54:26
41347,12062262,12062000,12063055,3,2021-03-15 07:54:26
36901,219889,230000,47371,21,2021-03-15 07:54:26
55300,802722197,922853800,449864955,1,2021-03-15 07:54:26
10122,948245,992200,965149,4,2021-03-15 07:54:26
14659,1620969,950300,3145608,19,2021-03-15 07:54:26
38800,7989313,7988700,7623218,2,2021-03-15 07:54:26
74846,338149,200000,454189,8,2021-03-15 07:54:26
25193,3839732,4000000,2524094,6,2021-03-15 07:54:26
1396,5070321,2000000,8900302,3,2021-03-15 07:54:26
111667,20092,19800,40467,10,2021-03-15 07:54:26
34207,7108715,7007900,8657629,2,2021-03-15 07:54:26
2579,191997,180000,257850,22,2021-03-15 07:54:26
38866,191719,50000,81057,5,2021-03-15 07:54:26
20904,274391837,0,83709170,0,2021-03-15 07:54:26
21887,60150,30000,33164,26,2021-03-15 07:54:26
76061,3010125,2949900,3544370,55,2021-03-15 07:54:26
22522,5083678,5163500,2318630,11,2021-03-15 07:54:26
9959,647571,250000,2128430,11,2021-03-15 07:54:26
15186,2073396,2012700,4255079,13,2021-03-15 07:54:26
36237,21681313,21568500,16834600,1,2021-03-15 07:54:26
52232,6310595,1222400,8721938,1,2021-03-15 07:54:26
21947,96933,90000,88074,8,2021-03-15 07:54:26
114811,11140364,10263700,41507480,1,2021-03-15 07:54:26
52369,456521,57000,1320054,106,2021-03-15 07:54:26
15518,9414339,8490000,12695163,12,2021-03-15 07:54:26
6615,592235,190000,1707568,13,2021-03-15 07:54:26
116268,336207,200000,470729,7,2021-03-15 07:54:26
1560,3081358448,3333331600,2222037570,1,2021-03-15 07:54:26
2321,25627,19700,107063,5,2021-03-15 07:54:26
104314,85794,1600,193003,3,2021-03-15 07:54:26
71023,1029166,970000,1055900,11,2021-03-15 07:54:26
113262,10656,8000,7667,44,2021-03-15 07:54:26
113111,360000,360000,290234,5,2021-03-15 07:54:26
36277,12576494,5908500,16513659,6,2021-03-15 07:54:26
62236,70776095,70774700,70827253,4,2021-03-15 07:54:26
64670,54361,129900,32598,10,2021-03-15 07:54:26
36651,46137967,60047500,8605764,2,2021-03-15 07:54:26
25066,5163341,4000000,2109569,7,2021-03-15 07:54:26
36539,2260850,1998600,2742266,5,2021-03-15 07:54:26
109128,19956,9400,17076,61,2021-03-15 07:54:26
52778,9809634,9809100,9819188,3,2021-03-15 07:54:26
36402,952590,992900,441622,4,2021-03-15 07:54:26
36024,946121,895700,1391233,1,2021-03-15 07:54:26
5124,294900,0,137453,0,2021-03-15 07:54:26
45087,5426,14800,5522,17,2021-03-15 07:54:26
33444,4691,2200,542,8,2021-03-15 07:54:26
82140,21824052,2000000,18360145,3,2021-03-15 07:54:26
43121,914760,969500,451512,2,2021-03-15 07:54:26
4020,1514446,200000,5973361,9,2021-03-15 07:54:26
91003,147024976,150000000,160602656,2,2021-03-15 07:54:26
112274,22714543,26859900,10934408,5,2021-03-15 07:54:26
36217,14006707,6528700,18510930,6,2021-03-15 07:54:26
76530,4547024,4977000,1419895,1,2021-03-15 07:54:26
72096,297943,200000,273338,16,2021-03-15 07:54:26
89112,255696,231300,219135,66,2021-03-15 07:54:26
41266,9514825,5005100,4179820,1,2021-03-15 07:54:26
111665,2928,1300,17458,9,2021-03-15 07:54:26
43591,70059753,69997300,70990269,4,2021-03-15 07:54:26
29378,9105434,5407300,3529303,4,2021-03-15 07:54:26
76612,0,0,43496600,0,2021-03-15 07:54:26
10559,1774157,1737800,1344532,4,2021-03-15 07:54:26
52748,6444717,6369500,6503270,8,2021-03-15 07:54:26
76544,5686878,991800,5033851,1,2021-03-15 07:54:26
62656,3453788,3645400,2561739,2,2021-03-15 07:54:26
2319,115505,99900,65926,29,2021-03-15 07:54:26
2569,1242359,1000700,1649208,10,2021-03-15 07:54:26
111442,341045,250000,302608,9,2021-03-15 07:54:26
72162,195839,50000,56360,13,2021-03-15 07:54:26
15366,3366492,3002600,14592858,18,2021-03-15 07:54:26
118015,4999899,4999900,4619370,3,2021-03-15 07:54:26
25287,654189,659100,799249,7,2021-03-15 07:54:26
40769,7416440,6970000,7330487,6,2021-03-15 07:54:26
41520,710156,503600,683063,5,2021-03-15 07:54:26
7539,794042,250000,2253242,6,2021-03-15 07:54:26
55479,11100900,24724500,37433898,3,2021-03-15 07:54:26
2070,28588642,100,673097,1,2021-03-15 07:54:26
111441,353849,343900,148654,5,2021-03-15 07:54:26
4998,6674084,3000000,3186588,10,2021-03-15 07:54:26
36671,4199429,4503100,2020829,2,2021-03-15 07:54:26
52718,164779,150000,90139,6,2021-03-15 07:54:26
31136,17051793,14854800,19226717,7,2021-03-15 07:54:26
14455,34665464,0,26842039,0,2021-03-15 07:54:26
18518,6201795740,0,4999989980,0,2021-03-15 07:54:26
86183,12296664,7549600,6422624,2,2021-03-15 07:54:26
93618,622200,561700,1073384,2,2021-03-15 07:54:26
36613,1222982285,1916748700,608616946,1,2021-03-15 07:54:26
98872,808200,0,808062,0,2021-03-15 07:54:26
110682,4309234,3900000,4117299,5,2021-03-15 07:54:26
13463,53769,49000,74519,9,2021-03-15 07:54:26
35641,32260667,0,25465462,0,2021-03-15 07:54:26
35624,131714,201100,83007,14,2021-03-15 07:54:26
16251,7477,7500,7570,12,2021-03-15 07:54:26
5997,38255,30000,39806,5,2021-03-15 07:54:26
111402,3329190,3330000,5312861,4,2021-03-15 07:54:26
36321,45814381,56288000,18918713,2,2021-03-15 07:54:26
93453,22704482,22700700,22906915,2,2021-03-15 07:54:26
6358,260901,290000,259706,6,2021-03-15 07:54:26
14678,452162,470100,2425756,10,2021-03-15 07:54:26
20874,228515,259100,68596,6,2021-03-15 07:54:26
114016,175989,292100,82002,5,2021-03-15 07:54:26
1288,3610,6900,2004,39,2021-03-15 07:54:26
82291,61753,52500,139648,2,2021-03-15 07:54:26
6037,49558,50000,54862,4,2021-03-15 07:54:26
2648,2053117,0,1001251,0,2021-03-15 07:54:26
32209,5822172,13976600,1663135,1,2021-03-15 07:54:26
