itemString,marketValue,minBuyout,historical,numAuctions,date
29500,304295905,304593300,317599437,1,2021-03-15 07:54:19
33440,0,0,58200,0,2021-03-15 07:54:19
24268,2161468,2176900,1012538,1,2021-03-15 07:54:19
82430,12008400,12008400,12008400,1,2021-03-15 07:54:19
29292,106288,120100,70846,1,2021-03-15 07:54:19
25087,17627323,17669200,17175242,1,2021-03-15 07:54:19
8750,263005648,0,193068152,0,2021-03-15 07:54:19
3940,163013676,0,118695278,0,2021-03-15 07:54:19
4002,47759888,0,46390242,0,2021-03-15 07:54:19
3967,1008100,0,508100,0,2021-03-15 07:54:19
4001,107268570,0,92132500,0,2021-03-15 07:54:19
90744,0,0,11604900,0,2021-03-15 07:54:19
19726,1927612937,0,1238062542,0,2021-03-15 07:54:19
4299,10898688,9996000,8557976,5,2021-03-15 07:54:19
38804,16464857,17774700,12638936,1,2021-03-15 07:54:19
82966,56999553,56999400,40556342,2,2021-03-15 07:54:19
82235,608516,500000,2960187,2,2021-03-15 07:54:19
97828,3396015100,3396015100,3023974400,1,2021-03-15 07:54:19
97826,2990000000,0,1756451241,0,2021-03-15 07:54:19
14580,71365068,77256300,130997950,1,2021-03-15 07:54:19
14514,2500000000,0,980002600,0,2021-03-15 07:54:19
112180,0,0,177704214,0,2021-03-15 07:54:19
2612,0,0,22446933,0,2021-03-15 07:54:19
2614,31366600,0,28972100,0,2021-03-15 07:54:19
106337,0,0,1645000,0,2021-03-15 07:54:19
2617,66043308,90712000,88203488,1,2021-03-15 07:54:19
2613,0,0,2250000,0,2021-03-15 07:54:19
2615,30412700,0,31804300,0,2021-03-15 07:54:19
1509,1569879,0,1474508,0,2021-03-15 07:54:19
36758,97600,0,118833,0,2021-03-15 07:54:19
15058,130398026,124479800,195332070,1,2021-03-15 07:54:19
15057,58541488,61037600,62340959,2,2021-03-15 07:54:19
77532,200000,200000,200000,1,2021-03-15 07:54:19
14169,1427043258,1643792100,622297284,1,2021-03-15 07:54:19
132491,3097091,3007800,3317671,13,2021-03-15 07:54:19
40109,444646,0,466022,0,2021-03-15 07:54:19
85798,52611800,63450300,25791922,2,2021-03-15 07:54:19
44213,37502100,37502100,37502100,3,2021-03-15 07:54:19
39489,39900,0,30351,0,2021-03-15 07:54:19
16982,89383776,170991800,94254673,3,2021-03-15 07:54:19
19149,34274926,80619800,28924792,2,2021-03-15 07:54:19
15054,314949857,327143400,305965722,2,2021-03-15 07:54:19
124442,103510,40000,152951,24,2021-03-15 07:54:19
136924,1926385,1800000,2523309,3,2021-03-15 07:54:19
18228,177266493,369278700,197817564,1,2021-03-15 07:54:19
132752,23940315,0,24152900,0,2021-03-15 07:54:19
44649,227502417,100000000,37132198,2,2021-03-15 07:54:19
2851,30584,0,124366,0,2021-03-15 07:54:19
33367,0,0,5100,0,2021-03-15 07:54:19
