itemString,marketValue,minBuyout,historical,numAuctions,date
44571,781191183,1162648400,764175112,1,2021-03-15 07:54:24
44980,444517585,0,306845298,0,2021-03-15 07:54:24
100739,208602075,0,115461,0,2021-03-15 07:54:24
8257,6303482,6437000,5187944,4,2021-03-15 07:54:24
94591,697621007,697620000,697923546,3,2021-03-15 07:54:24
10321,69003337,29001700,54465016,3,2021-03-15 07:54:24
62106,10005000,0,5529763,0,2021-03-15 07:54:24
62270,0,0,67162,0,2021-03-15 07:54:24
9772,2307391,4728500,3240413,4,2021-03-15 07:54:24
21215,84610,86100,98547,3,2021-03-15 07:54:24
5740,140172,0,24330505,0,2021-03-15 07:54:24
52217,25339054,750000,21828679,1,2021-03-15 07:54:24
87215,57642687,49989900,42809619,26,2021-03-15 07:54:24
36420,2576413,0,1401468,0,2021-03-15 07:54:24
32663,156610471,155555300,191467926,6,2021-03-15 07:54:24
4775,10864200,10864200,17609283,1,2021-03-15 07:54:24
62786,992607,100100,1439776,3,2021-03-15 07:54:24
25402,457480,11900,1462840,2,2021-03-15 07:54:24
25403,2408352,1999600,1995596,1,2021-03-15 07:54:24
29729,451150206,449999700,117788070,3,2021-03-15 07:54:24
49282,0,0,58722426000,0,2021-03-15 07:54:24
35965,8154170,6938700,9143847,6,2021-03-15 07:54:24
141641,1423449716,1400000000,933301829,1,2021-03-15 07:54:24
13094,6175179,4250000,17916443,3,2021-03-15 07:54:24
25362,13815554,16546700,81708693,2,2021-03-15 07:54:24
25377,537780,0,205458,0,2021-03-15 07:54:24
132743,632502,500000,1558614,4,2021-03-15 07:54:24
11203,2990000000,0,2779350662,0,2021-03-15 07:54:24
31941,149218715,145581800,50581229,2,2021-03-15 07:54:24
23119,1376876,1649500,432957,1,2021-03-15 07:54:24
23100,2646421,2547400,1777100,1,2021-03-15 07:54:24
39927,6402654,3615900,6599982,2,2021-03-15 07:54:24
23098,2588070,1446000,2177327,2,2021-03-15 07:54:24
31170,85714154,57770000,64270281,4,2021-03-15 07:54:24
20745,6045965,9499900,4681362,2,2021-03-15 07:54:24
32774,291780775,0,203280421,0,2021-03-15 07:54:24
62101,4047000,0,4047000,0,2021-03-15 07:54:24
87240,0,0,543525,0,2021-03-15 07:54:24
30816,42262,5000,13626,5,2021-03-15 07:54:24
106318,0,0,9529683,0,2021-03-15 07:54:24
80313,122477707,0,158451709,0,2021-03-15 07:54:24
23868,1229459645,1308683200,367320680,1,2021-03-15 07:54:24
44279,652279745,709736600,465591010,1,2021-03-15 07:54:24
40058,325576600,0,226132614,0,2021-03-15 07:54:24
24973,2287846,2241200,1156197,1,2021-03-15 07:54:24
104202,161980946,345000000,119206068,2,2021-03-15 07:54:24
41783,47420016,53999800,18200625,3,2021-03-15 07:54:24
101570,550000000,0,550000000,0,2021-03-15 07:54:24
59232,6075922,5501600,7183299,1,2021-03-15 07:54:24
3482,9995188,25500000,10054605,1,2021-03-15 07:54:24
75114,145232465,141717100,120668425,3,2021-03-15 07:54:24
75097,168986642,140003500,178570445,3,2021-03-15 07:54:24
75103,200873948,165614200,131749659,3,2021-03-15 07:54:24
75127,167010335,175703800,129536512,5,2021-03-15 07:54:24
75131,42499456,42499300,26702427,3,2021-03-15 07:54:24
55063,338011907,338008100,340671558,5,2021-03-15 07:54:24
75084,247998578,220004900,150176114,3,2021-03-15 07:54:24
55061,331760135,331759900,348558311,4,2021-03-15 07:54:24
75090,156189309,149999800,136435274,3,2021-03-15 07:54:24
20481,53697266,53181800,22123851,3,2021-03-15 07:54:24
32402,99986744,99999000,99960415,3,2021-03-15 07:54:24
75081,222036622,310000000,121449417,1,2021-03-15 07:54:24
20295,649304354,1650000000,504834540,1,2021-03-15 07:54:24
132494,4275000,4405400,3525015,4,2021-03-15 07:54:24
75112,272387621,302660300,171701573,2,2021-03-15 07:54:24
75092,147148006,110177800,148644693,2,2021-03-15 07:54:24
22249,97385865,0,87906503,0,2021-03-15 07:54:24
24146,12345670000,0,583719399,0,2021-03-15 07:54:24
2976,11832612,9908900,8966898,4,2021-03-15 07:54:24
7416,11195966,6417100,17111209,9,2021-03-15 07:54:24
78281,240483216,249117500,166147101,2,2021-03-15 07:54:24
24629,2217917,4963000,1473663,8,2021-03-15 07:54:24
78288,856862719,0,819343216,0,2021-03-15 07:54:24
24847,588439,487800,3316241,3,2021-03-15 07:54:24
10398,2543905609,2870699300,1308152378,4,2021-03-15 07:54:24
3483,8653166,8652400,8684261,5,2021-03-15 07:54:24
4368,9073472,7508600,6849885,9,2021-03-15 07:54:24
43464,5361633,6250000,1876976,1,2021-03-15 07:54:24
4609,93086159,97464700,68539743,1,2021-03-15 07:54:24
76576,6423046,0,1455253,0,2021-03-15 07:54:24
42225,79080923,79660800,73650518,1,2021-03-15 07:54:24
2131,692250333,0,1470850696,0,2021-03-15 07:54:24
12404,2270608,1498600,1320330,2,2021-03-15 07:54:24
